[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=5-axis Cradle safety limit, Owner=User, Creation date=2021/03/24 15:36:14"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-x-y-z stage 240 mm; Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\Users\User\Documents\User\Shimomura lab\program_shimomura lab\TiO2-LAO 2t-w 20-90 Ge220 dcore.xrdmp, Identifier={4F83D392-D46F-473C-9A04-935A26DDC74A}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0130 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Divergence slit,Fixed,0.76mm
Monochromator used,YES
Generator voltage, 45
Tube current, 40
File date and time,25/7/2022 10:29
Unit cell,
h k l, 0 0 0
Scan axis,2Theta-Omega
Scan range,20.00000,90.00000
Scan step size,0.0200000
Omega offset,0.0000
No. of points, 3500
Scan type,CONTINUOUS
Phi,0.00
Psi,0.00
X,0.00
Y,0.00
Z,9.338
Time per step,0.176
[Scan points]
Angle, TimePerStep, Intensity, ESD
41.63000, 0.176, 6.0, 2.4495
41.65000, 0.176, 3.0, 1.7321
41.67000, 0.176, 7.0, 2.6458
41.69000, 0.176, 3.0, 1.7321
41.71000, 0.176, 2.0, 1.4142
41.73000, 0.176, 5.0, 2.2361
41.75000, 0.176, 2.0, 1.4142
41.77000, 0.176, 6.0, 2.4495
41.79000, 0.176, 7.0, 2.6458
41.81000, 0.176, 5.0, 2.2361
41.83000, 0.176, 3.0, 1.7321
41.85000, 0.176, 1.0, 1.0000
41.87000, 0.176, 2.0, 1.4142
41.89000, 0.176, 5.0, 2.2361
41.91000, 0.176, 3.0, 1.7321
41.93000, 0.176, 5.0, 2.2361
41.95000, 0.176, 2.0, 1.4142
41.97000, 0.176, 4.0, 2.0000
41.99000, 0.176, 6.0, 2.4495
42.01000, 0.176, 3.0, 1.7321
42.03000, 0.176, 0.0, 0.0000
42.05000, 0.176, 4.0, 2.0000
42.07000, 0.176, 3.0, 1.7321
42.09000, 0.176, 5.0, 2.2361
42.11000, 0.176, 4.0, 2.0000
42.13000, 0.176, 8.0, 2.8284
42.15000, 0.176, 3.0, 1.7321
42.17000, 0.176, 3.0, 1.7321
42.19000, 0.176, 4.0, 2.0000
42.21000, 0.176, 5.0, 2.2361
42.23000, 0.176, 2.0, 1.4142
42.25000, 0.176, 12.0, 3.4641
42.27000, 0.176, 3.0, 1.7321
42.29000, 0.176, 2.0, 1.4142
42.31000, 0.176, 1.0, 1.0000
42.33000, 0.176, 3.0, 1.7321
42.35000, 0.176, 1.0, 1.0000
42.37000, 0.176, 6.0, 2.4495
42.39000, 0.176, 3.0, 1.7321
42.41000, 0.176, 3.0, 1.7321
42.43000, 0.176, 3.0, 1.7321
42.45000, 0.176, 3.0, 1.7321
42.47000, 0.176, 3.0, 1.7321
42.49000, 0.176, 3.0, 1.7321
42.51000, 0.176, 1.0, 1.0000
42.53000, 0.176, 3.0, 1.7321
42.55000, 0.176, 4.0, 2.0000
42.57000, 0.176, 3.0, 1.7321
42.59000, 0.176, 2.0, 1.4142
42.61000, 0.176, 2.0, 1.4142
42.63000, 0.176, 8.0, 2.8284
42.65000, 0.176, 3.0, 1.7321
42.67000, 0.176, 4.0, 2.0000
42.69000, 0.176, 4.0, 2.0000
42.71000, 0.176, 3.0, 1.7321
42.73000, 0.176, 0.0, 0.0000
42.75000, 0.176, 3.0, 1.7321
42.77000, 0.176, 4.0, 2.0000
42.79000, 0.176, 6.0, 2.4495
42.81000, 0.176, 6.0, 2.4495
42.83000, 0.176, 1.0, 1.0000
42.85000, 0.176, 6.0, 2.4495
42.87000, 0.176, 4.0, 2.0000
42.89000, 0.176, 1.0, 1.0000
42.91000, 0.176, 2.0, 1.4142
42.93000, 0.176, 4.0, 2.0000
42.95000, 0.176, 3.0, 1.7321
42.97000, 0.176, 2.0, 1.4142
42.99000, 0.176, 2.0, 1.4142
43.01000, 0.176, 5.0, 2.2361
43.03000, 0.176, 5.0, 2.2361
43.05000, 0.176, 2.0, 1.4142
43.07000, 0.176, 5.0, 2.2361
43.09000, 0.176, 1.0, 1.0000
43.11000, 0.176, 4.0, 2.0000
43.13000, 0.176, 5.0, 2.2361
43.15000, 0.176, 2.0, 1.4142
43.17000, 0.176, 5.0, 2.2361
43.19000, 0.176, 3.0, 1.7321
43.21000, 0.176, 2.0, 1.4142
43.23000, 0.176, 4.0, 2.0000
43.25000, 0.176, 2.0, 1.4142
43.27000, 0.176, 2.0, 1.4142
43.29000, 0.176, 4.0, 2.0000
43.31000, 0.176, 3.0, 1.7321
43.33000, 0.176, 5.0, 2.2361
43.35000, 0.176, 2.0, 1.4142
43.37000, 0.176, 5.0, 2.2361
43.39000, 0.176, 3.0, 1.7321
43.41000, 0.176, 7.0, 2.6458
43.43000, 0.176, 4.0, 2.0000
43.45000, 0.176, 7.0, 2.6458
43.47000, 0.176, 2.0, 1.4142
43.49000, 0.176, 3.0, 1.7321
43.51000, 0.176, 4.0, 2.0000
43.53000, 0.176, 2.0, 1.4142
43.55000, 0.176, 1.0, 1.0000
43.57000, 0.176, 3.0, 1.7321
43.59000, 0.176, 1.0, 1.0000
43.61000, 0.176, 4.0, 2.0000
43.63000, 0.176, 8.0, 2.8284
43.65000, 0.176, 3.0, 1.7321
43.67000, 0.176, 2.0, 1.4142
43.69000, 0.176, 2.0, 1.4142
43.71000, 0.176, 6.0, 2.4495
43.73000, 0.176, 5.0, 2.2361
43.75000, 0.176, 4.0, 2.0000
43.77000, 0.176, 1.0, 1.0000
43.79000, 0.176, 1.0, 1.0000
43.81000, 0.176, 1.0, 1.0000
43.83000, 0.176, 6.0, 2.4495
43.85000, 0.176, 6.0, 2.4495
43.87000, 0.176, 5.0, 2.2361
43.89000, 0.176, 2.0, 1.4142
43.91000, 0.176, 3.0, 1.7321
43.93000, 0.176, 4.0, 2.0000
43.95000, 0.176, 2.0, 1.4142
43.97000, 0.176, 3.0, 1.7321
43.99000, 0.176, 6.0, 2.4495
44.01000, 0.176, 2.0, 1.4142
44.03000, 0.176, 6.0, 2.4495
44.05000, 0.176, 1.0, 1.0000
44.07000, 0.176, 5.0, 2.2361
44.09000, 0.176, 5.0, 2.2361
44.11000, 0.176, 5.0, 2.2361
44.13000, 0.176, 5.0, 2.2361
44.15000, 0.176, 4.0, 2.0000
44.17000, 0.176, 8.0, 2.8284
44.19000, 0.176, 2.0, 1.4142
44.21000, 0.176, 5.0, 2.2361
44.23000, 0.176, 9.0, 3.0000
44.25000, 0.176, 6.0, 2.4495
44.27000, 0.176, 2.0, 1.4142
44.29000, 0.176, 4.0, 2.0000
44.31000, 0.176, 5.0, 2.2361
44.33000, 0.176, 6.0, 2.4495
44.35000, 0.176, 1.0, 1.0000
44.37000, 0.176, 7.0, 2.6458
44.39000, 0.176, 2.0, 1.4142
44.41000, 0.176, 3.0, 1.7321
44.43000, 0.176, 0.0, 0.0000
44.45000, 0.176, 2.0, 1.4142
44.47000, 0.176, 9.0, 3.0000
44.49000, 0.176, 3.0, 1.7321
44.51000, 0.176, 3.0, 1.7321
44.53000, 0.176, 2.0, 1.4142
44.55000, 0.176, 4.0, 2.0000
44.57000, 0.176, 3.0, 1.7321
44.59000, 0.176, 5.0, 2.2361
44.61000, 0.176, 3.0, 1.7321
44.63000, 0.176, 3.0, 1.7321
44.65000, 0.176, 4.0, 2.0000
44.67000, 0.176, 3.0, 1.7321
44.69000, 0.176, 5.0, 2.2361
44.71000, 0.176, 0.0, 0.0000
44.73000, 0.176, 1.0, 1.0000
44.75000, 0.176, 6.0, 2.4495
44.77000, 0.176, 2.0, 1.4142
44.79000, 0.176, 1.0, 1.0000
44.81000, 0.176, 5.0, 2.2361
44.83000, 0.176, 3.0, 1.7321
44.85000, 0.176, 3.0, 1.7321
44.87000, 0.176, 0.0, 0.0000
44.89000, 0.176, 2.0, 1.4142
44.91000, 0.176, 3.0, 1.7321
44.93000, 0.176, 0.0, 0.0000
44.95000, 0.176, 3.0, 1.7321
44.97000, 0.176, 6.0, 2.4495
44.99000, 0.176, 6.0, 2.4495
45.01000, 0.176, 4.0, 2.0000
45.03000, 0.176, 6.0, 2.4495
45.05000, 0.176, 5.0, 2.2361
45.07000, 0.176, 1.0, 1.0000
45.09000, 0.176, 3.0, 1.7321
45.11000, 0.176, 1.0, 1.0000
45.13000, 0.176, 3.0, 1.7321
45.15000, 0.176, 3.0, 1.7321
45.17000, 0.176, 3.0, 1.7321
45.19000, 0.176, 1.0, 1.0000
45.21000, 0.176, 2.0, 1.4142
45.23000, 0.176, 2.0, 1.4142
45.25000, 0.176, 1.0, 1.0000
45.27000, 0.176, 5.0, 2.2361
45.29000, 0.176, 3.0, 1.7321
45.31000, 0.176, 4.0, 2.0000
45.33000, 0.176, 2.0, 1.4142
45.35000, 0.176, 2.0, 1.4142
45.37000, 0.176, 6.0, 2.4495
45.39000, 0.176, 5.0, 2.2361
45.41000, 0.176, 3.0, 1.7321
45.43000, 0.176, 1.0, 1.0000
45.45000, 0.176, 3.0, 1.7321
45.47000, 0.176, 3.0, 1.7321
45.49000, 0.176, 1.0, 1.0000
45.51000, 0.176, 2.0, 1.4142
45.53000, 0.176, 7.0, 2.6458
45.55000, 0.176, 7.0, 2.6458
45.57000, 0.176, 6.0, 2.4495
45.59000, 0.176, 4.0, 2.0000
45.61000, 0.176, 1.0, 1.0000
45.63000, 0.176, 2.0, 1.4142
45.65000, 0.176, 3.0, 1.7321
45.67000, 0.176, 11.0, 3.3166
45.69000, 0.176, 4.0, 2.0000
45.71000, 0.176, 6.0, 2.4495
45.73000, 0.176, 4.0, 2.0000
45.75000, 0.176, 5.0, 2.2361
45.77000, 0.176, 7.0, 2.6458
45.79000, 0.176, 5.0, 2.2361
45.81000, 0.176, 5.0, 2.2361
45.83000, 0.176, 6.0, 2.4495
45.85000, 0.176, 2.0, 1.4142
45.87000, 0.176, 1.0, 1.0000
45.89000, 0.176, 7.0, 2.6458
45.91000, 0.176, 3.0, 1.7321
45.93000, 0.176, 4.0, 2.0000
45.95000, 0.176, 2.0, 1.4142
45.97000, 0.176, 4.0, 2.0000
45.99000, 0.176, 4.0, 2.0000
46.01000, 0.176, 1.0, 1.0000
46.03000, 0.176, 6.0, 2.4495
46.05000, 0.176, 2.0, 1.4142
46.07000, 0.176, 4.0, 2.0000
46.09000, 0.176, 6.0, 2.4495
46.11000, 0.176, 8.0, 2.8284
46.13000, 0.176, 6.0, 2.4495
46.15000, 0.176, 8.0, 2.8284
46.17000, 0.176, 5.0, 2.2361
46.19000, 0.176, 4.0, 2.0000
46.21000, 0.176, 3.0, 1.7321
46.23000, 0.176, 11.0, 3.3166
46.25000, 0.176, 8.0, 2.8284
46.27000, 0.176, 6.0, 2.4495
46.29000, 0.176, 4.0, 2.0000
46.31000, 0.176, 6.0, 2.4495
46.33000, 0.176, 8.0, 2.8284
46.35000, 0.176, 10.0, 3.1623
46.37000, 0.176, 2.0, 1.4142
46.39000, 0.176, 6.0, 2.4495
46.41000, 0.176, 6.0, 2.4495
46.43000, 0.176, 10.0, 3.1623
46.45000, 0.176, 3.0, 1.7321
46.47000, 0.176, 5.0, 2.2361
46.49000, 0.176, 7.0, 2.6458
46.51000, 0.176, 5.0, 2.2361
46.53000, 0.176, 3.0, 1.7321
46.55000, 0.176, 5.0, 2.2361
46.57000, 0.176, 3.0, 1.7321
46.59000, 0.176, 7.0, 2.6458
46.61000, 0.176, 5.0, 2.2361
46.63000, 0.176, 10.0, 3.1623
46.65000, 0.176, 14.0, 3.7417
46.67000, 0.176, 7.0, 2.6458
46.69000, 0.176, 11.0, 3.3166
46.71000, 0.176, 8.0, 2.8284
46.73000, 0.176, 4.0, 2.0000
46.75000, 0.176, 9.0, 3.0000
46.77000, 0.176, 10.0, 3.1623
46.79000, 0.176, 12.0, 3.4641
46.81000, 0.176, 18.0, 4.2426
46.83000, 0.176, 12.0, 3.4641
46.85000, 0.176, 7.0, 2.6458
46.87000, 0.176, 15.0, 3.8730
46.89000, 0.176, 10.0, 3.1623
46.91000, 0.176, 12.0, 3.4641
46.93000, 0.176, 13.0, 3.6056
46.95000, 0.176, 16.0, 4.0000
46.97000, 0.176, 19.0, 4.3589
46.99000, 0.176, 19.0, 4.3589
47.01000, 0.176, 15.0, 3.8730
47.03000, 0.176, 16.0, 4.0000
47.05000, 0.176, 18.0, 4.2426
47.07000, 0.176, 21.0, 4.5826
47.09000, 0.176, 29.0, 5.3852
47.11000, 0.176, 23.0, 4.7958
47.13000, 0.176, 22.0, 4.6904
47.15000, 0.176, 31.0, 5.5678
47.17000, 0.176, 21.0, 4.5826
47.19000, 0.176, 25.0, 5.0000
47.21000, 0.176, 28.0, 5.2915
47.23000, 0.176, 26.0, 5.0990
47.25000, 0.176, 46.0, 6.7823
47.27000, 0.176, 36.0, 6.0000
47.29000, 0.176, 47.0, 6.8557
47.31000, 0.176, 52.0, 7.2111
47.33000, 0.176, 54.0, 7.3485
47.35000, 0.176, 60.0, 7.7460
47.37000, 0.176, 71.0, 8.4261
47.39000, 0.176, 76.0, 8.7178
47.41000, 0.176, 66.0, 8.1240
47.43000, 0.176, 78.0, 8.8318
47.45000, 0.176, 95.0, 9.7468
47.47000, 0.176, 112.0, 10.5830
47.49000, 0.176, 118.0, 10.8628
47.51000, 0.176, 136.0, 11.6619
47.53000, 0.176, 161.0, 12.6886
47.55000, 0.176, 184.0, 13.5647
47.57000, 0.176, 184.0, 13.5647
47.59000, 0.176, 230.0, 15.1658
47.61000, 0.176, 295.0, 17.1756
47.63000, 0.176, 336.0, 18.3303
47.65000, 0.176, 411.0, 20.2731
47.67000, 0.176, 542.0, 23.2809
47.69000, 0.176, 756.0, 27.4955
47.71000, 0.176, 1000.0, 31.6228
47.73000, 0.176, 1574.0, 39.6737
47.75000, 0.176, 3918.0, 62.5939
47.77000, 0.176, 24832.0, 157.5817
47.79000, 0.176, 225299.0, 474.6567
47.81000, 0.176, 914244.0, 956.1611
47.83000, 0.176, 921622.0, 960.0115
47.85000, 0.176, 407080.0, 638.0282
47.87000, 0.176, 214694.0, 463.3508
47.89000, 0.176, 133312.0, 365.1192
47.91000, 0.176, 89395.0, 298.9900
47.93000, 0.176, 63290.0, 251.5750
47.95000, 0.176, 46513.0, 215.6687
47.97000, 0.176, 35290.0, 187.8563
47.99000, 0.176, 27280.0, 165.1666
48.01000, 0.176, 20754.0, 144.0625
48.03000, 0.176, 14653.0, 121.0496
48.05000, 0.176, 9526.0, 97.6012
48.07000, 0.176, 5749.0, 75.8222
48.09000, 0.176, 3310.0, 57.5326
48.11000, 0.176, 1962.0, 44.2945
48.13000, 0.176, 1122.0, 33.4963
48.15000, 0.176, 675.0, 25.9808
48.17000, 0.176, 419.0, 20.4695
48.19000, 0.176, 301.0, 17.3494
48.21000, 0.176, 237.0, 15.3948
48.23000, 0.176, 162.0, 12.7279
48.25000, 0.176, 153.0, 12.3693
48.27000, 0.176, 107.0, 10.3441
48.29000, 0.176, 118.0, 10.8628
48.31000, 0.176, 93.0, 9.6437
48.33000, 0.176, 68.0, 8.2462
48.35000, 0.176, 69.0, 8.3066
48.37000, 0.176, 57.0, 7.5498
48.39000, 0.176, 64.0, 8.0000
48.41000, 0.176, 51.0, 7.1414
48.43000, 0.176, 54.0, 7.3485
48.45000, 0.176, 38.0, 6.1644
48.47000, 0.176, 38.0, 6.1644
48.49000, 0.176, 38.0, 6.1644
48.51000, 0.176, 43.0, 6.5574
48.53000, 0.176, 36.0, 6.0000
48.55000, 0.176, 29.0, 5.3852
48.57000, 0.176, 27.0, 5.1962
48.59000, 0.176, 36.0, 6.0000
48.61000, 0.176, 29.0, 5.3852
48.63000, 0.176, 30.0, 5.4772
48.65000, 0.176, 21.0, 4.5826
48.67000, 0.176, 24.0, 4.8990
48.69000, 0.176, 12.0, 3.4641
48.71000, 0.176, 20.0, 4.4721
48.73000, 0.176, 19.0, 4.3589
48.75000, 0.176, 18.0, 4.2426
48.77000, 0.176, 15.0, 3.8730
48.79000, 0.176, 14.0, 3.7417
48.81000, 0.176, 11.0, 3.3166
48.83000, 0.176, 21.0, 4.5826
48.85000, 0.176, 13.0, 3.6056
48.87000, 0.176, 8.0, 2.8284
48.89000, 0.176, 9.0, 3.0000
48.91000, 0.176, 12.0, 3.4641
48.93000, 0.176, 6.0, 2.4495
48.95000, 0.176, 13.0, 3.6056
48.97000, 0.176, 12.0, 3.4641
48.99000, 0.176, 13.0, 3.6056
49.01000, 0.176, 10.0, 3.1623
49.03000, 0.176, 11.0, 3.3166
49.05000, 0.176, 6.0, 2.4495
49.07000, 0.176, 14.0, 3.7417
49.09000, 0.176, 4.0, 2.0000
49.11000, 0.176, 7.0, 2.6458
49.13000, 0.176, 7.0, 2.6458
49.15000, 0.176, 8.0, 2.8284
49.17000, 0.176, 7.0, 2.6458
49.19000, 0.176, 6.0, 2.4495
49.21000, 0.176, 10.0, 3.1623
49.23000, 0.176, 8.0, 2.8284
49.25000, 0.176, 6.0, 2.4495
49.27000, 0.176, 9.0, 3.0000
49.29000, 0.176, 12.0, 3.4641
49.31000, 0.176, 8.0, 2.8284
49.33000, 0.176, 4.0, 2.0000
49.35000, 0.176, 5.0, 2.2361
49.37000, 0.176, 6.0, 2.4495
49.39000, 0.176, 7.0, 2.6458
49.41000, 0.176, 2.0, 1.4142
49.43000, 0.176, 7.0, 2.6458
49.45000, 0.176, 8.0, 2.8284
49.47000, 0.176, 5.0, 2.2361
49.49000, 0.176, 5.0, 2.2361
49.51000, 0.176, 5.0, 2.2361
49.53000, 0.176, 6.0, 2.4495
49.55000, 0.176, 3.0, 1.7321
49.57000, 0.176, 8.0, 2.8284
49.59000, 0.176, 5.0, 2.2361
49.61000, 0.176, 1.0, 1.0000
49.63000, 0.176, 4.0, 2.0000
49.65000, 0.176, 3.0, 1.7321
49.67000, 0.176, 4.0, 2.0000
49.69000, 0.176, 2.0, 1.4142
49.71000, 0.176, 4.0, 2.0000
49.73000, 0.176, 5.0, 2.2361
49.75000, 0.176, 12.0, 3.4641
49.77000, 0.176, 2.0, 1.4142
49.79000, 0.176, 2.0, 1.4142
49.81000, 0.176, 4.0, 2.0000
49.83000, 0.176, 4.0, 2.0000
49.85000, 0.176, 5.0, 2.2361
49.87000, 0.176, 3.0, 1.7321
49.89000, 0.176, 10.0, 3.1623
49.91000, 0.176, 6.0, 2.4495
49.93000, 0.176, 6.0, 2.4495
49.95000, 0.176, 3.0, 1.7321
49.97000, 0.176, 3.0, 1.7321
49.99000, 0.176, 5.0, 2.2361
50.01000, 0.176, 4.0, 2.0000
50.03000, 0.176, 4.0, 2.0000
50.05000, 0.176, 5.0, 2.2361
50.07000, 0.176, 6.0, 2.4495
50.09000, 0.176, 5.0, 2.2361
50.11000, 0.176, 7.0, 2.6458
50.13000, 0.176, 1.0, 1.0000
50.15000, 0.176, 7.0, 2.6458
50.17000, 0.176, 3.0, 1.7321
50.19000, 0.176, 2.0, 1.4142
50.21000, 0.176, 2.0, 1.4142
50.23000, 0.176, 3.0, 1.7321
50.25000, 0.176, 4.0, 2.0000
50.27000, 0.176, 3.0, 1.7321
50.29000, 0.176, 6.0, 2.4495
50.31000, 0.176, 7.0, 2.6458
50.33000, 0.176, 4.0, 2.0000
50.35000, 0.176, 6.0, 2.4495
50.37000, 0.176, 4.0, 2.0000
50.39000, 0.176, 7.0, 2.6458
50.41000, 0.176, 3.0, 1.7321
50.43000, 0.176, 3.0, 1.7321
50.45000, 0.176, 5.0, 2.2361
50.47000, 0.176, 6.0, 2.4495
50.49000, 0.176, 4.0, 2.0000
50.51000, 0.176, 5.0, 2.2361
50.53000, 0.176, 1.0, 1.0000
50.55000, 0.176, 6.0, 2.4495
50.57000, 0.176, 1.0, 1.0000
50.59000, 0.176, 4.0, 2.0000
50.61000, 0.176, 5.0, 2.2361
50.63000, 0.176, 3.0, 1.7321
50.65000, 0.176, 5.0, 2.2361
50.67000, 0.176, 3.0, 1.7321
50.69000, 0.176, 3.0, 1.7321
50.71000, 0.176, 3.0, 1.7321
50.73000, 0.176, 2.0, 1.4142
50.75000, 0.176, 4.0, 2.0000
50.77000, 0.176, 4.0, 2.0000
50.79000, 0.176, 2.0, 1.4142
50.81000, 0.176, 1.0, 1.0000
50.83000, 0.176, 4.0, 2.0000
50.85000, 0.176, 2.0, 1.4142
50.87000, 0.176, 7.0, 2.6458
50.89000, 0.176, 2.0, 1.4142
50.91000, 0.176, 4.0, 2.0000
50.93000, 0.176, 2.0, 1.4142
50.95000, 0.176, 3.0, 1.7321
50.97000, 0.176, 3.0, 1.7321
50.99000, 0.176, 6.0, 2.4495
51.01000, 0.176, 0.0, 0.0000
51.03000, 0.176, 1.0, 1.0000
51.05000, 0.176, 5.0, 2.2361
51.07000, 0.176, 2.0, 1.4142
51.09000, 0.176, 4.0, 2.0000
51.11000, 0.176, 6.0, 2.4495
51.13000, 0.176, 6.0, 2.4495
51.15000, 0.176, 6.0, 2.4495
51.17000, 0.176, 4.0, 2.0000
51.19000, 0.176, 4.0, 2.0000
51.21000, 0.176, 0.0, 0.0000
51.23000, 0.176, 6.0, 2.4495
51.25000, 0.176, 6.0, 2.4495
51.27000, 0.176, 4.0, 2.0000
51.29000, 0.176, 4.0, 2.0000
51.31000, 0.176, 6.0, 2.4495
51.33000, 0.176, 2.0, 1.4142
51.35000, 0.176, 7.0, 2.6458
51.37000, 0.176, 3.0, 1.7321
51.39000, 0.176, 1.0, 1.0000
51.41000, 0.176, 4.0, 2.0000
51.43000, 0.176, 1.0, 1.0000
51.45000, 0.176, 5.0, 2.2361
51.47000, 0.176, 3.0, 1.7321
51.49000, 0.176, 3.0, 1.7321
51.51000, 0.176, 4.0, 2.0000
51.53000, 0.176, 4.0, 2.0000
51.55000, 0.176, 4.0, 2.0000
51.57000, 0.176, 5.0, 2.2361
51.59000, 0.176, 3.0, 1.7321
51.61000, 0.176, 8.0, 2.8284
51.63000, 0.176, 4.0, 2.0000
51.65000, 0.176, 2.0, 1.4142
51.67000, 0.176, 3.0, 1.7321
51.69000, 0.176, 5.0, 2.2361
51.71000, 0.176, 4.0, 2.0000
51.73000, 0.176, 2.0, 1.4142
51.75000, 0.176, 3.0, 1.7321
51.77000, 0.176, 6.0, 2.4495
51.79000, 0.176, 2.0, 1.4142
51.81000, 0.176, 4.0, 2.0000
51.83000, 0.176, 0.0, 0.0000
51.85000, 0.176, 3.0, 1.7321
51.87000, 0.176, 2.0, 1.4142
51.89000, 0.176, 3.0, 1.7321
51.91000, 0.176, 0.0, 0.0000
51.93000, 0.176, 2.0, 1.4142
51.95000, 0.176, 0.0, 0.0000
51.97000, 0.176, 5.0, 2.2361
51.99000, 0.176, 4.0, 2.0000
52.01000, 0.176, 1.0, 1.0000
52.03000, 0.176, 4.0, 2.0000
52.05000, 0.176, 0.0, 0.0000
52.07000, 0.176, 0.0, 0.0000
52.09000, 0.176, 2.0, 1.4142
52.11000, 0.176, 5.0, 2.2361
52.13000, 0.176, 5.0, 2.2361
52.15000, 0.176, 3.0, 1.7321
52.17000, 0.176, 8.0, 2.8284
52.19000, 0.176, 3.0, 1.7321
52.21000, 0.176, 7.0, 2.6458
52.23000, 0.176, 6.0, 2.4495
52.25000, 0.176, 1.0, 1.0000
52.27000, 0.176, 4.0, 2.0000
52.29000, 0.176, 2.0, 1.4142
52.31000, 0.176, 4.0, 2.0000
52.33000, 0.176, 2.0, 1.4142
52.35000, 0.176, 5.0, 2.2361
52.37000, 0.176, 4.0, 2.0000
52.39000, 0.176, 4.0, 2.0000
52.41000, 0.176, 3.0, 1.7321
52.43000, 0.176, 3.0, 1.7321
52.45000, 0.176, 4.0, 2.0000
52.47000, 0.176, 3.0, 1.7321
52.49000, 0.176, 5.0, 2.2361
52.51000, 0.176, 5.0, 2.2361
52.53000, 0.176, 6.0, 2.4495
52.55000, 0.176, 0.0, 0.0000
52.57000, 0.176, 2.0, 1.4142
52.59000, 0.176, 4.0, 2.0000
52.61000, 0.176, 4.0, 2.0000
52.63000, 0.176, 3.0, 1.7321
52.65000, 0.176, 3.0, 1.7321
52.67000, 0.176, 4.0, 2.0000
52.69000, 0.176, 4.0, 2.0000
52.71000, 0.176, 5.0, 2.2361
52.73000, 0.176, 5.0, 2.2361
52.75000, 0.176, 3.0, 1.7321
52.77000, 0.176, 2.0, 1.4142
52.79000, 0.176, 2.0, 1.4142
52.81000, 0.176, 3.0, 1.7321
52.83000, 0.176, 5.0, 2.2361
52.85000, 0.176, 0.0, 0.0000
52.87000, 0.176, 1.0, 1.0000
52.89000, 0.176, 1.0, 1.0000
52.91000, 0.176, 2.0, 1.4142
52.93000, 0.176, 5.0, 2.2361
52.95000, 0.176, 4.0, 2.0000
52.97000, 0.176, 9.0, 3.0000
52.99000, 0.176, 4.0, 2.0000
53.01000, 0.176, 4.0, 2.0000
53.03000, 0.176, 4.0, 2.0000
53.05000, 0.176, 6.0, 2.4495
53.07000, 0.176, 4.0, 2.0000
53.09000, 0.176, 4.0, 2.0000
53.11000, 0.176, 5.0, 2.2361
53.13000, 0.176, 3.0, 1.7321
53.15000, 0.176, 1.0, 1.0000
53.17000, 0.176, 1.0, 1.0000
53.19000, 0.176, 4.0, 2.0000
53.21000, 0.176, 3.0, 1.7321
53.23000, 0.176, 1.0, 1.0000
53.25000, 0.176, 3.0, 1.7321
53.27000, 0.176, 1.0, 1.0000
53.29000, 0.176, 5.0, 2.2361
53.31000, 0.176, 7.0, 2.6458
53.33000, 0.176, 3.0, 1.7321
53.35000, 0.176, 4.0, 2.0000
53.37000, 0.176, 6.0, 2.4495
53.39000, 0.176, 3.0, 1.7321
53.41000, 0.176, 1.0, 1.0000
53.43000, 0.176, 3.0, 1.7321
53.45000, 0.176, 3.0, 1.7321
53.47000, 0.176, 4.0, 2.0000
53.49000, 0.176, 1.0, 1.0000
53.51000, 0.176, 4.0, 2.0000
53.53000, 0.176, 2.0, 1.4142
53.55000, 0.176, 2.0, 1.4142
53.57000, 0.176, 4.0, 2.0000
53.59000, 0.176, 3.0, 1.7321
53.61000, 0.176, 3.0, 1.7321
53.63000, 0.176, 2.0, 1.4142
53.65000, 0.176, 1.0, 1.0000
53.67000, 0.176, 3.0, 1.7321
53.69000, 0.176, 4.0, 2.0000
53.71000, 0.176, 5.0, 2.2361
53.73000, 0.176, 5.0, 2.2361
53.75000, 0.176, 4.0, 2.0000
53.77000, 0.176, 4.0, 2.0000
53.79000, 0.176, 5.0, 2.2361
53.81000, 0.176, 1.0, 1.0000
53.83000, 0.176, 8.0, 2.8284
53.85000, 0.176, 5.0, 2.2361
53.87000, 0.176, 5.0, 2.2361
53.89000, 0.176, 4.0, 2.0000
53.91000, 0.176, 4.0, 2.0000
53.93000, 0.176, 3.0, 1.7321
53.95000, 0.176, 6.0, 2.4495
53.97000, 0.176, 8.0, 2.8284
53.99000, 0.176, 4.0, 2.0000
54.01000, 0.176, 4.0, 2.0000
54.03000, 0.176, 5.0, 2.2361
54.05000, 0.176, 4.0, 2.0000
54.07000, 0.176, 4.0, 2.0000
54.09000, 0.176, 3.0, 1.7321
54.11000, 0.176, 7.0, 2.6458
54.13000, 0.176, 8.0, 2.8284
54.15000, 0.176, 4.0, 2.0000
54.17000, 0.176, 7.0, 2.6458
54.19000, 0.176, 7.0, 2.6458
54.21000, 0.176, 3.0, 1.7321
54.23000, 0.176, 1.0, 1.0000
54.25000, 0.176, 5.0, 2.2361
